C1_total,C2_total,C3_total,total,grade,sex,C1_1ai,C1_1aii,C1_1bi,C1_1bii,C1_1biii,C1_1biv,C1_1ci,C1_1cii,C1_1di,C1_1dii,C1_1e,C1_1eSPaG,C1_2ai,C1_2aii,C1_2bi,C1_2bii,C1_2biii,C1_2biv,C1_2bv,C1_2c,C1_2d,C1_3ai,C1_3aii,C1_3aiii,C1_3bi,C1_3bii,C1_3ci,C1_3cii,C1_3d,C2_Aa,C2_Ab,C2_Ac,C2_Adi,C2_Adii,C2_Aei,C2_Aeii,C2_Aeiii,C2_Aeiv,C2_Af,C2_Ag,C2_Bai,C2_Baii,C2_Bb,C2_Bc,C2_Bd,C2_Be,C2_Bf,C2_C,C2_CSPaG,C3_1ai,C3_1aii,C3_1bi,C3_1bii,C3_1biii,C3_1c,C3_2ai,C3_2aii,C3_2b,C3_2ci,C3_2cii,C3_2ciii,C3_2d,C3_3ai,C3_3aii,C3_3aiii,C3_3b,C3_3ci,C3_3cii,C3_3di,C3_3dii,C3_3e,C3_3f,C3_3fSPaG
16,22,2,40,1,M,1,3,1,1,0,,,,0,0,1,2,0,2,1,1,3,,0,,,0,0,,,,,,,0,0,3,4,1,1,,0,0,0,1,1,0,0,2,0,2,1,4,2,,2,0,,,,,,,,,,,,,,,,,,,,0,0
61,42,36,139,5,M,1,3,1,1,2,1,0,5,2,1,3,3,1,4,1,2,3,2,0,3,3,4,0,3,1,2,2,3,4,0,1,2,4,2,1,3,0,0,1,6,1,1,3,2,4,2,0,6,3,0,2,2,0,2,0,1,1,2,0,1,0,2,2,2,3,1,2,2,0,1,0,6,4
75,49,55,179,8,M,1,3,1,1,0,1,3,5,0,2,5,3,4,4,1,2,3,2,1,6,5,4,2,1,1,3,3,4,4,3,1,3,4,2,1,1,1,0,1,4,1,1,2,0,2,4,3,11,4,1,2,2,1,3,0,1,1,2,1,1,3,2,3,2,4,1,0,2,1,6,0,12,4
44,40,36,120,3,F,1,3,1,0,0,,0,1,2,1,3,3,2,4,1,2,2,2,0,0,3,1,1,0,1,1,2,4,3,5,2,4,4,0,1,2,0,0,1,3,1,0,0,1,3,4,1,5,3,0,1,2,0,2,2,2,2,1,1,1,3,0,3,2,0,0,2,2,0,0,2,5,3
52,36,35,123,3,M,1,3,1,1,1,0,1,5,1,1,4,3,2,3,1,0,3,2,2,3,2,2,1,,1,2,2,4,,1,2,2,4,3,1,1,0,0,1,3,1,2,0,1,2,3,3,4,2,1,2,1,1,3,0,2,3,2,1,1,2,2,3,2,3,1,2,2,0,1,0,0,0
51,32,34,117,3,M,1,2,1,0,0,0,,2,3,0,5,3,2,4,1,0,3,2,0,2,3,3,0,2,1,2,3,3,3,2,1,3,1,1,1,3,0,0,1,3,1,1,0,1,1,3,1,5,3,0,2,2,,2,2,2,0,1,0,1,1,0,3,2,3,1,2,2,0,,1,3,4
37,37,34,108,3,M,1,2,1,1,1,0,2,2,1,0,1,2,0,2,1,0,2,0,0,3,3,4,0,0,1,0,2,1,4,1,1,4,1,2,1,1,0,1,1,2,1,1,2,1,4,2,1,6,4,0,2,2,0,1,0,2,1,2,1,1,1,1,3,2,3,1,1,0,0,1,1,5,3
60,53,40,153,6,F,1,3,1,1,1,1,2,1,1,2,4,2,2,4,1,2,2,2,1,2,3,3,2,3,1,1,3,4,4,2,1,4,4,1,1,2,0,1,3,5,1,1,4,2,5,3,1,9,3,0,2,0,0,0,2,2,0,2,1,1,3,1,3,2,4,1,1,2,0,2,1,7,3
62,42,49,153,6,M,1,3,1,1,2,1,1,2,0,2,5,3,1,4,1,2,3,2,2,3,4,4,1,1,1,3,3,2,3,3,2,2,4,3,1,3,1,0,1,2,0,1,0,2,1,2,1,9,4,0,2,2,1,3,1,2,2,2,1,1,2,2,3,2,3,1,2,2,0,4,2,6,3
56,45,36,137,4,F,1,3,1,1,1,1,2,0,2,1,5,3,2,2,1,2,3,0,1,0,7,3,2,2,1,2,2,2,3,2,2,2,4,2,1,3,2,0,3,5,1,1,2,1,2,3,1,5,3,1,2,2,0,0,2,1,2,2,0,1,2,2,3,1,2,0,,2,1,2,1,4,3
56,44,42,142,5,M,1,3,1,1,1,0,0,2,2,2,3,3,4,3,1,2,2,2,0,0,4,4,0,0,1,2,2,3,7,4,1,3,4,1,1,3,0,1,1,4,1,1,1,0,2,2,1,9,4,0,1,2,1,1,0,1,3,1,1,1,1,2,3,2,3,1,2,2,0,3,1,7,3
72,52,50,174,7,F,1,3,1,1,1,1,0,3,3,2,4,3,4,4,1,2,3,2,1,6,2,4,2,4,1,4,3,3,3,3,0,4,4,1,1,3,0,2,2,2,1,1,2,2,3,3,3,11,4,1,2,2,1,1,3,2,2,1,1,1,2,3,3,2,4,1,2,2,0,0,1,9,4
45,37,28,110,3,M,1,3,1,1,0,1,0,2,1,1,3,3,4,3,1,2,3,2,0,1,4,4,0,,1,0,2,1,0,1,1,4,4,2,1,1,2,1,1,3,1,1,,1,2,3,1,4,3,,2,2,,1,,2,0,1,1,1,1,,3,2,0,1,2,2,0,,1,4,2
67,42,42,151,5,F,1,3,1,1,2,0,2,4,2,2,5,3,4,4,1,2,2,1,0,0,5,4,2,3,1,3,3,4,2,1,1,3,3,2,1,3,1,1,2,4,1,1,2,2,3,2,2,4,3,1,2,2,1,2,0,0,2,1,1,1,2,2,2,2,4,1,2,2,0,2,0,7,3
59,47,43,149,5,F,1,3,1,1,1,,0,2,1,2,4,3,4,4,1,2,3,2,1,3,4,3,0,0,1,2,3,4,3,1,0,4,4,2,1,3,2,0,1,5,1,1,3,0,4,4,1,7,3,0,2,2,0,3,3,2,1,0,1,1,0,1,3,2,3,0,2,1,0,2,2,8,4
67,64,56,187,8,F,1,3,1,1,1,0,4,3,3,1,8,4,2,3,1,2,2,2,1,0,3,2,1,2,1,2,3,4,6,5,4,4,4,2,1,3,2,0,2,6,1,1,3,1,3,4,2,12,4,0,2,2,1,4,4,2,1,2,1,1,2,4,3,2,4,0,,2,1,4,1,9,4
62,51,39,152,6,F,1,3,1,1,0,1,1,2,2,2,4,3,2,3,1,2,3,2,2,4,2,2,2,2,1,2,2,4,5,4,3,3,3,1,1,3,2,2,1,4,1,1,2,1,5,4,1,6,3,0,2,2,1,2,0,2,2,1,0,1,2,1,2,1,1,0,2,2,1,3,0,8,3
48,37,43,128,4,M,1,3,1,1,1,0,3,3,2,1,3,2,1,3,1,2,3,0,0,2,,3,1,1,1,2,0,3,4,2,1,2,2,2,1,1,2,1,3,6,1,1,0,1,,1,,7,3,0,2,2,1,1,4,2,2,2,1,1,2,1,3,2,2,1,,2,0,2,,7,3
57,44,48,149,5,M,1,2,1,1,1,1,,3,0,2,5,3,4,3,1,2,3,2,0,1,5,3,0,2,1,1,3,4,2,1,2,2,4,2,1,3,1,0,3,3,1,1,1,1,3,3,1,8,3,1,2,2,1,3,3,2,3,2,1,1,2,,3,2,4,1,2,2,1,2,1,4,3
49,35,45,129,4,M,1,3,1,0,0,1,3,3,0,1,5,4,2,3,1,2,2,0,0,0,3,3,0,0,1,1,2,2,5,1,4,3,3,2,1,3,1,2,1,4,1,1,4,,1,2,1,0,0,1,2,2,1,1,2,1,2,2,1,1,2,3,2,2,3,1,2,2,0,4,1,4,3
43,34,33,110,3,F,1,2,1,1,0,,0,2,1,0,3,2,2,2,,0,2,0,1,2,2,4,1,1,1,2,3,2,5,3,1,1,4,0,1,2,1,1,1,2,1,1,2,2,0,1,2,5,3,0,2,2,1,0,0,2,0,1,1,1,1,1,3,2,3,0,2,2,0,2,1,3,3
79,63,63,205,9,M,1,3,1,1,2,1,4,4,3,2,5,4,4,2,1,2,3,2,2,4,7,4,1,1,1,2,3,5,4,5,4,4,4,3,1,3,1,0,2,4,1,2,2,2,3,4,2,12,4,2,2,2,2,4,6,2,1,2,1,1,3,2,3,2,4,1,2,2,1,4,1,9,4
58,56,47,161,6,M,1,3,1,0,1,0,0,2,3,1,4,3,2,4,,1,3,0,1,3,5,2,2,1,0,1,3,5,6,5,0,4,4,3,1,3,0,1,2,4,1,0,2,2,3,4,1,12,4,0,2,2,1,0,0,2,2,2,1,1,2,3,3,2,4,1,2,2,0,3,0,8,4
74,46,55,175,7,F,1,3,1,1,1,1,2,2,3,1,6,3,4,3,1,2,3,2,0,6,6,4,2,,1,3,2,4,6,2,2,2,4,3,1,1,0,0,1,4,1,1,0,1,4,4,2,9,4,1,2,2,1,4,0,2,2,2,0,1,2,3,3,2,4,1,2,2,0,4,2,9,4
36,32,19,87,2,M,1,3,1,1,0,0,,2,1,1,1,2,0,3,1,2,2,,0,0,2,3,0,3,1,1,1,2,2,1,1,2,2,1,1,1,0,1,2,2,0,1,1,0,3,1,1,8,3,0,,2,,,,2,0,1,1,1,1,1,0,2,2,0,,2,0,,0,2,2
66,51,41,158,6,M,1,3,1,0,0,1,3,3,3,2,4,3,2,4,1,1,3,2,2,4,4,4,1,2,0,2,3,4,3,3,2,3,4,3,1,3,0,2,2,4,1,1,2,2,3,1,0,10,4,0,2,2,2,0,3,2,0,2,0,1,0,1,3,2,4,1,2,2,0,1,0,7,4
60,50,58,168,7,M,1,3,1,1,2,1,2,2,2,0,4,3,2,3,1,2,2,2,0,2,2,4,1,1,1,3,3,5,4,3,4,4,4,2,1,3,0,0,1,3,1,1,1,2,1,4,3,9,3,0,2,2,2,3,6,2,2,2,1,1,2,2,3,2,4,1,0,2,0,3,1,11,4
47,50,53,150,5,F,1,3,1,1,0,0,0,1,2,2,4,2,2,4,1,2,3,2,1,0,3,3,1,0,1,3,1,1,2,3,1,2,4,2,1,3,2,1,0,5,1,1,2,2,3,3,2,9,3,1,1,2,0,1,3,2,2,2,1,1,3,2,2,2,4,1,2,2,0,4,2,9,4
75,41,47,163,6,M,1,3,1,1,2,1,2,3,0,1,6,3,4,4,1,2,3,2,2,4,2,4,0,3,1,4,3,6,6,3,1,3,3,3,1,1,1,1,2,0,1,2,1,1,2,4,2,6,3,1,2,2,1,1,1,2,0,2,1,1,2,2,3,2,4,1,2,2,1,3,1,7,3
77,52,49,178,7,F,1,3,1,1,2,1,0,5,3,1,4,3,4,4,1,2,3,1,2,6,4,4,2,2,1,3,3,4,6,3,2,3,3,3,1,3,1,1,2,4,1,1,2,1,3,4,1,10,3,0,2,2,2,2,2,2,3,2,1,1,2,1,2,2,4,0,1,2,0,3,2,7,4
72,52,47,171,7,F,1,3,1,1,1,1,2,3,3,2,6,3,4,4,1,2,3,2,2,4,4,2,1,3,1,2,3,3,4,2,2,2,4,2,1,3,2,2,1,5,1,1,1,1,2,2,2,12,4,2,2,2,0,3,0,2,1,2,1,1,3,2,3,2,2,1,2,2,0,4,1,6,3
68,48,48,164,6,F,1,3,1,1,2,1,2,3,3,2,4,2,4,4,1,2,2,2,2,3,2,4,1,0,1,2,1,6,6,3,1,2,4,2,1,3,1,2,2,3,1,1,2,1,2,4,1,9,3,1,2,2,2,4,0,2,0,2,1,1,2,2,2,2,4,1,,2,0,5,1,6,4
86,52,58,196,9,F,1,3,1,1,2,1,4,5,3,2,8,4,4,4,1,2,3,2,2,4,6,4,0,2,1,3,3,6,4,2,1,3,4,2,1,2,1,0,2,4,1,0,4,2,5,3,3,9,3,0,2,2,2,1,4,2,4,2,1,1,2,2,3,2,4,1,,2,0,6,1,11,3
57,37,45,139,5,M,1,3,0,1,0,0,3,5,2,0,3,3,2,4,0,0,3,2,,4,3,4,1,1,1,2,3,2,4,4,3,2,4,1,1,2,0,0,1,3,1,0,0,1,3,2,0,6,3,0,2,2,0,1,3,2,1,2,1,1,1,1,2,2,2,1,2,2,0,4,1,9,3
74,59,54,187,8,F,1,3,1,1,1,1,2,3,2,1,5,3,4,4,1,2,3,2,0,5,7,4,1,3,1,2,3,4,4,4,2,4,3,1,1,3,1,2,1,5,1,2,1,1,5,4,3,11,4,1,2,2,1,3,0,2,1,2,1,1,3,4,3,2,3,1,2,2,1,5,2,7,3
47,42,38,127,4,F,1,2,1,1,1,0,0,3,1,0,4,3,2,4,1,1,3,0,0,0,4,2,1,1,1,2,2,3,3,2,0,3,4,0,1,1,2,1,3,4,1,0,2,1,0,4,1,9,3,0,2,2,0,1,1,0,2,2,1,1,1,2,2,2,3,1,2,2,0,2,0,6,3
37,33,34,104,3,M,1,2,1,1,0,0,1,2,0,1,3,2,1,3,1,0,2,2,0,1,3,3,1,1,1,0,1,2,1,5,1,3,1,0,1,1,1,0,1,1,1,1,1,1,3,4,2,3,2,0,2,2,1,2,3,0,2,1,1,1,1,2,1,2,4,0,,1,0,0,0,5,3
48,31,30,109,3,M,1,3,1,1,2,1,1,2,0,1,4,3,4,3,1,2,3,2,0,2,,2,1,0,1,1,2,2,2,2,1,2,4,1,1,2,0,1,1,2,1,0,2,1,1,1,2,4,2,0,2,2,0,2,1,2,0,2,0,1,1,,2,2,2,1,,2,0,1,0,5,2
51,50,42,143,5,F,1,3,1,1,0,0,0,3,2,2,2,2,4,2,1,2,3,2,1,0,3,4,1,0,1,1,3,3,3,3,2,4,4,3,1,3,1,0,2,4,1,1,3,1,4,0,2,8,3,1,2,2,1,0,2,2,3,2,1,1,1,1,3,2,3,1,2,2,0,3,1,4,2
41,29,27,97,3,M,1,2,1,1,1,0,0,2,1,1,4,2,4,3,1,0,2,0,2,2,2,2,1,1,1,0,1,,3,3,1,2,1,2,1,0,1,1,1,3,1,0,0,1,2,1,1,5,2,0,2,0,2,1,0,1,0,1,1,1,1,,2,2,2,0,2,1,1,1,0,4,2
51,52,34,137,4,F,1,2,1,0,1,1,0,2,0,0,3,2,4,3,1,2,2,0,1,2,4,3,2,2,1,0,3,5,3,4,1,3,3,2,1,3,2,1,2,4,1,1,2,1,3,4,0,10,4,0,2,2,1,0,1,2,1,1,0,1,1,1,3,2,4,1,0,1,0,2,0,4,4
74,56,58,188,8,M,1,3,1,1,2,1,2,3,2,2,5,3,4,4,1,2,3,2,2,5,4,4,1,3,1,1,3,3,5,4,1,3,4,2,1,3,1,1,3,5,1,1,4,2,4,2,0,10,4,0,2,2,2,2,2,2,2,2,1,1,2,3,3,2,4,1,2,2,0,5,3,9,4
57,36,49,142,5,F,1,2,1,0,2,1,0,1,1,1,3,3,4,4,1,0,3,0,2,4,4,4,2,1,1,0,3,5,3,3,1,2,4,2,1,1,2,0,1,2,1,1,1,0,1,4,1,5,3,1,2,2,1,0,2,2,1,2,1,1,2,1,3,2,3,1,2,2,0,4,2,9,3
22,14,19,55,1,F,1,2,1,1,0,0,0,,0,0,3,3,1,1,0,0,0,0,0,,3,2,1,0,0,0,1,0,2,2,3,2,1,0,1,0,,,0,,1,0,0,0,0,0,0,2,2,0,2,0,1,0,1,1,0,0,0,0,0,1,1,2,,1,,1,0,,1,4,3
35,24,31,90,2,M,1,3,1,0,1,,0,0,3,0,2,3,2,3,1,,3,0,0,,4,2,0,,1,0,3,0,2,2,4,2,3,0,1,1,0,1,1,4,1,0,1,,0,0,1,1,1,0,2,2,0,0,0,2,1,1,1,1,1,,2,1,1,0,2,2,0,3,1,5,3
45,45,41,131,4,F,1,3,1,1,0,0,0,1,1,0,3,2,4,4,1,2,2,2,0,1,4,4,1,0,1,0,3,0,3,3,0,3,4,2,1,1,2,2,1,3,0,0,0,0,2,4,1,12,4,0,2,2,2,0,0,2,0,1,1,1,1,1,3,2,3,1,2,2,0,3,2,7,3
52,39,34,125,4,M,1,3,1,0,0,1,2,4,0,1,3,2,2,3,1,2,2,2,2,0,3,4,0,3,1,2,3,2,2,2,1,2,4,2,1,1,0,1,1,4,1,1,1,2,2,2,1,7,3,0,2,0,0,0,1,2,1,1,1,1,1,1,3,2,3,1,2,2,0,2,0,6,2
61,40,41,142,5,M,1,3,1,1,1,0,0,2,2,0,4,3,4,4,1,2,3,0,1,6,3,2,1,2,1,2,3,4,4,2,2,4,4,2,1,2,0,1,2,4,1,1,0,1,2,2,1,5,3,1,2,2,0,1,2,2,1,1,1,1,1,0,3,2,3,1,2,2,0,4,1,6,2
43,31,41,115,3,M,1,3,1,0,1,1,0,4,2,0,3,2,1,2,1,2,2,0,0,2,2,4,1,,1,3,2,2,,4,2,4,2,2,1,1,1,1,3,2,1,1,1,2,2,1,0,,,0,2,2,0,3,3,2,2,1,1,1,1,1,3,2,4,1,2,2,0,4,1,2,1
57,42,36,135,4,F,1,3,1,0,2,0,2,3,3,1,3,3,2,2,1,2,3,2,,4,3,3,0,,1,1,3,4,4,2,1,4,3,1,1,2,1,0,2,3,1,1,0,1,3,0,2,10,4,0,2,2,1,1,0,1,1,2,1,1,1,1,3,2,3,1,,2,0,2,2,5,2
58,54,43,155,6,M,1,3,1,1,2,0,1,4,1,2,2,2,4,4,1,1,0,,1,4,4,3,1,2,1,1,3,3,5,3,0,3,4,2,1,3,2,2,0,5,1,1,2,2,3,4,2,10,4,0,2,2,0,3,0,2,1,2,1,1,3,1,3,2,3,1,2,2,1,3,1,4,3
46,41,37,124,3,M,1,3,1,1,0,1,2,2,3,1,3,3,4,3,,0,3,0,0,0,4,3,1,1,1,1,1,1,2,4,1,4,4,1,1,2,0,0,1,3,1,1,1,0,3,4,1,6,3,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,3,1,2,2,0,2,0,4,2
31,18,25,74,2,M,1,3,1,1,0,0,0,,0,0,3,2,4,4,1,0,2,,0,,2,1,1,,0,1,2,,2,1,1,2,1,1,1,1,1,0,0,1,1,1,,0,0,2,0,2,2,0,,0,1,0,1,2,1,2,0,1,1,,2,2,1,0,2,2,0,2,0,2,3
48,26,25,99,3,M,1,3,1,1,2,0,0,1,2,2,3,3,4,3,1,2,3,2,1,1,,3,1,0,1,1,1,3,2,2,3,4,4,1,1,1,2,0,,,1,1,1,1,,2,2,,,0,2,2,2,0,0,2,0,2,1,1,2,,2,2,2,1,2,0,0,0,0,1,1
61,46,36,143,5,M,1,2,1,1,1,0,2,3,2,1,3,2,4,2,1,2,3,2,0,4,4,3,1,2,1,3,2,3,5,2,1,3,4,2,1,3,1,0,1,4,1,1,3,1,4,1,2,8,3,0,2,2,1,2,2,2,1,2,1,1,2,0,3,2,0,1,0,2,0,1,0,6,3
39,22,27,88,2,F,1,3,1,1,0,,0,2,2,2,3,3,1,3,0,0,2,0,0,0,3,1,2,3,1,1,1,,3,2,1,2,3,0,1,0,0,0,1,2,0,1,,0,2,0,0,4,3,0,2,0,0,1,0,1,1,0,1,1,1,0,1,2,3,1,0,2,0,2,1,4,3
74,49,49,172,7,F,1,1,1,0,1,0,3,4,1,2,8,3,4,4,1,2,3,2,1,5,5,3,1,2,1,2,3,6,4,2,2,4,4,2,1,3,0,0,0,5,1,1,0,2,5,3,3,8,3,1,2,2,0,0,4,1,3,2,1,1,2,3,3,2,4,1,2,2,1,4,1,5,2
52,27,28,107,3,M,1,3,1,0,0,0,1,4,1,1,5,3,2,3,1,2,2,0,0,3,4,1,1,1,1,3,2,2,4,1,3,1,3,1,1,1,0,1,2,2,1,1,0,1,2,0,1,4,1,0,1,0,0,1,0,2,0,1,1,1,0,1,2,2,2,1,0,2,0,2,0,6,3
66,50,44,160,6,F,1,3,1,1,1,1,2,4,2,1,5,3,4,3,1,2,2,0,1,4,5,3,0,1,1,2,3,3,6,3,4,2,4,2,1,3,2,0,2,3,1,0,2,1,3,4,1,8,4,1,2,2,0,1,2,2,0,1,1,1,2,1,3,2,3,1,2,2,1,2,2,7,3
49,39,38,126,4,F,1,3,0,1,0,0,0,2,0,0,4,3,4,2,1,2,2,0,0,0,4,3,1,2,1,0,3,4,6,1,0,4,4,0,1,1,0,1,2,2,1,1,3,1,2,1,0,10,4,1,2,2,0,0,0,2,1,2,1,1,1,0,3,2,2,0,2,2,0,3,1,7,3
59,48,32,139,5,M,1,2,1,1,0,1,2,2,2,2,6,3,2,2,1,2,3,2,1,0,4,4,2,1,1,3,3,2,3,3,4,4,2,2,1,3,0,0,2,2,1,1,1,2,3,4,0,10,3,0,2,2,1,1,0,2,2,1,1,1,0,1,1,2,2,1,2,0,0,2,1,4,3
32,21,19,72,2,F,1,2,1,0,1,0,1,2,1,0,2,2,2,2,,0,1,,0,0,2,3,0,2,0,0,1,3,3,0,1,1,2,0,1,1,0,0,1,3,1,0,1,0,2,0,0,4,3,0,1,0,0,1,0,1,2,1,0,1,0,0,2,1,0,0,,2,0,0,0,5,2
61,36,44,141,5,F,1,3,1,0,1,1,2,2,2,1,4,3,4,4,1,2,3,2,1,2,3,4,1,2,1,1,3,2,4,1,0,2,4,1,1,3,1,0,2,2,1,1,0,1,3,2,2,6,3,0,2,2,1,1,1,2,1,2,1,1,4,1,3,2,3,1,,2,1,1,2,6,4
65,65,57,187,8,M,1,3,1,1,0,1,1,4,2,0,5,3,2,4,1,2,2,2,2,5,4,4,1,0,1,1,3,4,5,3,4,4,4,3,1,3,3,0,3,6,1,0,1,1,5,4,3,12,4,2,2,2,,4,4,2,2,2,1,1,2,3,2,2,2,1,2,2,0,4,1,10,4
18,19,19,56,1,M,1,3,1,0,0,0,,1,2,0,,,0,2,1,0,1,0,,,2,1,0,0,1,1,1,,0,1,0,2,3,1,1,1,,,1,1,0,0,,0,2,,0,4,2,0,2,0,0,0,0,1,0,1,1,0,0,,3,2,2,0,0,2,0,,0,3,2
80,56,57,193,9,F,1,3,1,1,2,1,1,3,2,0,7,3,4,3,1,2,3,2,2,4,5,3,2,3,1,4,3,5,8,2,3,4,4,1,1,3,2,0,2,4,1,1,2,2,2,4,2,12,4,2,2,2,1,2,6,2,2,2,1,1,2,2,3,2,3,1,1,2,0,3,2,9,4
37,34,41,112,3,F,1,2,1,1,1,0,0,2,1,0,4,2,1,2,1,1,3,0,,0,3,1,2,,1,0,3,3,1,3,1,3,3,2,1,1,1,2,3,2,1,,0,2,0,0,0,6,3,0,2,1,0,2,0,1,0,2,1,1,1,1,1,2,3,1,2,2,1,6,1,7,3
34,23,20,77,2,F,1,2,1,1,0,0,0,3,2,1,3,3,4,2,,0,2,1,0,0,1,3,0,0,1,0,0,0,3,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,3,0,6,2,0,2,0,0,,0,2,1,2,1,1,0,1,2,2,2,0,1,1,0,,0,1,1
53,47,38,138,5,M,1,2,0,1,2,0,0,4,3,0,4,3,2,3,1,0,2,2,0,0,4,2,1,3,1,2,3,2,5,4,3,3,4,2,1,1,1,0,2,3,1,1,2,1,4,4,1,6,3,0,1,1,1,3,1,2,2,1,1,1,0,1,3,2,3,0,2,2,0,2,1,5,3
29,10,17,56,1,M,1,3,1,1,0,0,2,2,0,0,1,2,4,3,1,2,3,0,,,,1,1,,1,,,,,2,0,0,3,2,1,,0,,,,1,1,0,0,,,,,0,0,,0,2,0,0,1,2,1,1,1,0,,2,1,2,1,2,1,0,,0,,
41,44,35,120,3,M,1,1,0,0,1,0,0,2,2,0,3,2,4,3,0,0,2,0,0,1,2,3,1,1,1,1,2,4,4,2,4,3,1,1,1,1,2,1,1,4,1,1,0,1,2,4,2,9,3,0,2,2,0,2,0,2,2,1,1,1,1,2,2,2,2,1,,2,0,0,1,6,3
63,44,48,155,6,M,1,2,1,1,2,1,2,3,1,1,2,3,2,4,,2,2,1,0,5,5,4,0,4,1,1,3,2,7,0,4,4,2,3,1,2,1,0,2,4,1,1,3,0,1,3,0,8,4,0,2,2,2,2,3,2,1,2,1,1,2,2,2,2,4,1,2,2,0,2,1,6,4
68,53,48,169,7,F,1,3,1,1,2,1,2,4,3,0,2,3,2,4,1,2,3,2,0,4,4,4,2,1,1,2,3,5,5,5,2,4,4,1,1,3,1,0,1,6,1,1,3,1,3,1,3,9,3,1,2,2,1,3,2,1,0,2,1,1,1,2,2,2,3,1,2,2,1,3,2,8,3
40,41,25,106,3,M,1,3,1,1,0,0,,3,3,0,2,2,2,2,1,2,2,0,1,2,1,0,0,1,1,2,3,2,2,2,1,3,4,3,1,2,1,0,2,3,1,1,0,2,4,2,1,5,3,0,1,2,1,0,0,0,1,2,1,1,1,1,1,2,2,1,0,1,0,1,0,4,2
82,64,60,206,9,M,1,3,1,1,1,1,2,6,3,2,7,3,2,4,1,2,3,2,2,5,7,4,2,4,1,3,3,3,3,3,3,4,4,2,1,3,2,1,3,6,1,1,2,2,4,4,3,11,4,1,2,2,2,3,4,2,3,2,1,1,2,3,3,2,3,1,2,2,1,4,1,9,4
58,44,46,148,5,F,1,3,1,0,0,0,0,4,3,1,6,4,1,2,,1,3,0,2,1,6,3,1,3,1,3,2,2,4,3,1,4,3,2,1,2,0,0,2,6,1,0,0,0,5,4,1,5,4,1,2,2,1,1,3,2,2,1,1,1,2,2,2,2,4,1,2,2,1,3,0,5,3
58,47,39,144,5,F,1,3,1,1,0,0,0,3,0,2,4,3,4,4,1,2,3,2,1,3,4,2,1,1,1,2,3,3,3,1,1,4,4,2,1,2,2,1,1,4,1,1,0,2,4,3,0,10,3,1,2,2,1,3,0,1,0,2,1,1,4,1,3,2,3,1,2,2,0,1,1,2,3
36,30,39,105,3,F,1,3,1,1,0,0,1,1,3,0,3,3,2,3,1,0,2,0,0,0,2,1,1,1,1,0,3,0,2,3,1,1,1,2,1,0,1,1,1,2,1,0,1,1,3,2,2,3,3,0,2,2,1,0,4,2,1,1,0,1,2,2,2,2,3,0,2,2,0,0,1,6,3
14,23,10,47,1,M,0,1,1,1,0,,0,1,0,1,1,2,2,1,,0,0,0,0,0,2,1,0,,0,0,0,0,,2,0,1,2,2,1,0,0,1,1,0,0,0,3,1,0,0,0,6,3,0,,0,1,0,0,2,1,2,1,1,,,1,1,,0,,,,,,,
72,50,51,173,7,M,1,3,1,1,1,1,2,4,2,2,5,4,4,4,1,2,3,2,0,4,5,3,1,3,1,2,3,4,3,3,2,4,4,2,1,3,1,0,1,5,1,1,1,1,2,3,2,9,4,0,2,2,2,2,5,2,4,2,1,1,2,0,3,2,4,1,1,2,0,2,1,7,3
51,37,40,128,4,M,1,3,1,1,2,0,0,1,0,2,4,3,4,3,1,1,3,0,0,1,3,3,0,2,1,1,2,2,6,3,2,2,4,2,1,1,1,1,1,2,1,1,2,2,2,2,1,3,3,1,0,2,1,3,2,2,1,1,1,1,1,1,3,2,3,1,2,2,1,1,1,4,3
64,48,49,161,6,F,1,3,1,0,2,0,2,3,2,2,6,3,2,3,1,1,3,2,0,5,4,2,1,2,1,3,3,3,3,2,1,3,4,2,1,3,2,0,2,2,1,1,0,2,3,4,2,10,3,0,2,2,1,0,2,2,1,2,1,1,1,0,3,2,4,1,2,2,0,3,3,10,4
68,52,46,166,7,F,1,3,1,1,1,1,3,5,1,2,5,3,4,2,1,2,3,2,0,4,3,4,1,3,1,2,3,2,4,3,4,3,2,3,1,3,0,2,2,5,1,2,3,2,2,3,0,8,3,0,2,0,1,1,3,2,1,2,1,1,2,2,3,2,4,1,2,2,0,4,0,6,4
57,44,38,139,5,M,1,3,1,1,1,1,0,0,2,2,6,3,4,4,1,0,3,2,2,4,2,4,0,,1,1,3,3,2,4,3,3,4,2,1,3,2,0,3,2,1,1,0,1,2,2,0,7,3,1,1,2,0,3,0,2,0,2,1,1,1,2,3,2,3,1,2,2,0,1,0,5,3
63,37,40,140,5,M,1,3,1,1,1,1,1,2,3,1,3,3,2,4,,1,3,2,2,4,4,3,1,2,1,1,3,5,4,2,0,4,4,1,1,0,0,0,1,4,1,1,0,2,3,2,3,5,3,2,2,2,1,2,3,2,0,2,0,1,1,1,2,2,3,0,2,1,0,2,2,4,3
78,57,69,204,9,M,1,3,1,1,1,1,4,4,3,2,7,4,4,3,1,2,3,2,2,4,4,3,2,0,1,3,3,5,4,2,4,3,4,2,1,2,0,0,3,6,1,1,3,0,5,3,1,12,4,2,2,2,2,3,5,1,3,2,1,1,3,4,3,2,4,1,2,2,1,6,2,11,4
